,Sensor_ID,Neighbor_Type,k,MAE_15mins,RMSE_15mins,MAE_30mins,RMSE_30mins,MAE_60mins,RMSE_60mins
96,769403,GEO,5,4.458572253960381,9.503897400277237,6.175526478286041,12.205188204569241,8.51235223006389,15.110064298883838
97,769819,GEO,1,3.856103138323823,8.318233977727969,4.850960455647954,10.342342833472404,6.383063110257666,12.801241326858461
98,769819,GEO,2,3.778642198297259,8.174099989720625,4.767216894493955,10.204420521481717,6.342072678676228,12.703237851258821
99,769405,GEO,1,3.661176333075056,7.151143699446668,5.011236731077633,9.220749633903132,7.03704486698317,11.50643568310004
100,769405,GEO,2,3.6644176720173913,7.151249332219464,5.009049778434934,9.211125533345534,7.026890814549242,11.493602706175992
101,769405,GEO,3,3.661651971968895,7.148513348972946,4.99728149446149,9.191190423261062,7.002662239300388,11.453323267817987
102,769405,GEO,4,3.6703946940578556,7.149312297251506,5.011887524998551,9.192835237875368,7.017486114605376,11.457289799688436
103,769405,GEO,5,3.650529349498773,7.127855806498781,5.002212326148271,9.183409304369064,6.9938951322345275,11.435465885398544
104,716941,GEO,1,6.134130461384614,11.578082433952314,8.278754049650194,14.255746609346927,11.190871465511893,17.317659360238142
105,716941,GEO,2,6.323858975924817,11.41641641178784,8.512041472513419,14.018548749621479,11.268090250904601,17.044740578137706
106,717578,GEO,1,3.975564466740963,8.805726986187276,5.166324908569896,11.029631715378414,6.971628557367966,13.665679283242538
107,717578,GEO,2,3.919520763302166,8.75203845014128,5.086516241783009,10.967153160831975,6.887194995640265,13.627293479821022
108,717578,GEO,3,3.91017273192771,8.747108882354729,5.070119598165817,10.94687757484515,6.85679703570159,13.56733546567572
109,717578,GEO,4,3.9212778126870536,8.749404951924012,5.078906491192682,10.949861139126218,6.862472029467876,13.550272380671343
110,717578,GEO,5,3.9260153884412237,8.744733544016297,5.054431017943172,10.92412009668147,6.8064523658093545,13.511682996840234
111,716960,GEO,1,6.2666723944944716,10.366147132151587,8.092382897325482,12.979538425571732,10.846249307099527,16.22352367727181
112,716960,GEO,2,6.049366022805921,10.070431445774927,7.889761667159708,12.73193224340584,10.706570228885091,16.076725154544324
113,716960,GEO,3,6.035076340030252,10.066221830216605,7.824721872982551,12.696127401366283,10.581053318579082,15.973644800005424
114,716960,GEO,4,5.972802713313921,10.054746258129873,7.738867085934982,12.66119228154276,10.411840508446785,15.899646089514235
115,716960,GEO,5,6.088800528913944,10.043558133760767,7.997275138692074,12.713631285043359,10.874954012325038,16.047879452734737
116,767572,GEO,1,3.1715488849531654,7.959266647627104,4.015794614215877,9.946122884941568,5.227587313163632,12.133410218264945
117,767572,GEO,2,3.1769953076913686,7.958617558093014,4.023211167802252,9.952243908494824,5.2532233612107015,12.155531702391425
118,767572,GEO,3,3.166589504228667,7.9564542588183675,4.001946422583466,9.948029815535579,5.22532592242969,12.156719446813733
